date,RKI reporting date,cases cumulative,cases,deaths cumulative,deaths,case fatility rate (CFR),non-deceased reported cases,cases (mean of ±3 days),deaths (mean of ±3 days),R0 by cases (mean of ±3 days),daily proportionate increase of cases (mean of ±3 days),cases last 7 days,deaths last 7 days,"7 day incidence per 100,000 inhabitants","7 day incidence (by cases (mean of ±3 days)) per 100,000 inhabitants","7 day deaths per 1,000,000 inhabitants","7 day deaths (by cases (mean of ±3 days)) per 1,000,000 inhabitants","cases (mean of ±3 days) by reference date (start of illness, alternatively reporting date)","deaths (mean of ±3 days) by reference date (start of illness, alternatively reporting date)",cases (mean of ±3 days) by reporting date,deaths (mean of ±3 days) by reporting date,"7 day incidence per 100,000 inhabitants by reporting date (RKI version)","7 day incidence (by cases (mean of ±3 days)) per 100,000 inhabitants by reporting date (RKI version)",R value by cases (mean of ±3 days),cases last 365 days,deaths last 365 days,cases with reported start of illness (mean of ±3 days),R value by cases with reported start of illness (mean of ±3 days),"cases by reference date (start of illness, alternatively reporting date)",cases by reporting date,"new reported cases by reference date (start of illness, alternatively reporting date)",new reported cases by reporting date,"deaths by reference date (start of illness, alternatively reporting date)",deaths by reporting date,"new reported deaths by reference date (start of illness, alternatively reporting date)",new reported deaths by reporting date,new reported cases with known start of illness,new reported cases with unknown start of illness (reporting date),new reported deaths with known start of illness,new reported deaths with unknown start of illness (reporting date),cases with reported start of illness,cases with unknown start of illness (reporting date),deaths with reported start of illness,deaths with unknown start of illness (reporting date)
2020-12-03,2020-12-04,1130238.0,23449.0,18034.0,432.0,0.0159559314055977,1112204.0,18540.85714285714,381.57142857142856,1.0233278107653796,1.009041928737473,123844.0,2448.0,148.91054186331834,151.00993954179575,29.43485404875516,29.869437269713085,19778.85714285714,667.8571428571429,18336.571428571428,636.5714285714286,149.10052172196637,149.49095953273215,1.0233278107653796,1130222.0,18034.0,10798.285714285714,1.1548995456839977,23129.0,24422.0,,,827.0,850.0,,,,,,,10841.0,12288.0,314.0,513.0
2020-12-04,2020-12-05,1153556.0,23318.0,18517.0,483.0,0.0160521032355603,1135039.0,18605.14285714286,386.57142857142856,1.0380774309748129,1.003467246082012,125467.0,2552.0,150.86204382905078,151.9460970731083,30.68535438415979,30.609774693558414,20408.428571428572,694.0,18787.714285714286,658.8571428571429,151.64480894284733,151.23255608502163,1.0380774309748129,1153540.0,18517.0,11218.857142857143,1.16219715907535,22504.0,22253.0,-1.0,-1.0,788.0,809.0,,,,-1.0,,,11482.0,11022.0,312.0,476.0
2020-12-05,2020-12-06,1171323.0,17767.0,18772.0,255.0,0.0160263223722235,1152551.0,19111.571428571428,401.2857142857143,1.0534162743101414,1.0272198163334254,128623.0,2649.0,154.65683138533637,153.72531169867437,31.85168642775834,31.394772843668175,21061.85714285714,721.8571428571429,19297.714285714286,688.0,152.58989861941276,153.61932835980838,1.0534162743101414,1171307.0,18772.0,11605.0,1.1621805149485995,18283.0,15726.0,,,555.0,513.0,,,,,,,10479.0,7804.0,251.0,304.0
2020-12-06,2020-12-07,1183655.0,12332.0,18919.0,147.0,0.0159835425018269,1164736.0,19344.85714285714,395.7142857142857,1.0560367964720083,1.0122065166204468,129786.0,2671.0,156.05522743348598,155.82316342893492,32.116215344863164,31.95818508269664,21682.85714285714,737.5714285714286,19931.85714285714,704.1428571428571,154.3357894723046,156.570371733744,1.0560367964720083,1183639.0,18919.0,11917.57142857143,1.1587924171649795,15171.0,10238.0,,,488.0,359.0,,,,,,,10154.0,5017.0,267.0,221.0
2020-12-07,2020-12-08,1197709.0,14054.0,19342.0,423.0,0.0161491647804266,1178367.0,20262.85714285714,419.42857142857144,1.0660816985740171,1.0474544729496211,130236.0,2706.0,156.59630930938224,158.9143727745313,32.53705680389357,32.79643256027557,22222.571428571428,771.1428571428571,20591.285714285714,736.4285714285714,158.1329818369275,160.02934498292575,1.0660816985740171,1197693.0,19342.0,12173.142857142857,1.148331013840032,22515.0,16450.0,,,786.0,692.0,,,,,,,14319.0,8196.0,380.0,406.0
2020-12-08,2020-12-09,1218524.0,20815.0,19932.0,590.0,0.0163574948051905,1198592.0,20994.285714285714,421.2857142857143,1.0853568872152373,1.0360970107163001,133781.0,2809.0,160.85883208727589,162.60626888838456,33.775533097611614,33.47836749592892,22750.428571428572,795.0,21305.714285714286,760.2857142857143,162.42556471903765,163.9838805216188,1.0853568872152373,1218508.0,19932.0,12350.0,1.1320780121313307,24355.0,22788.0,1.0,1.0,884.0,859.0,,,,1.0,,,13245.0,11110.0,359.0,525.0
2020-12-09,2020-12-10,1242203.0,23679.0,20372.0,440.0,0.0163998959912349,1221831.0,21341.85714285714,430.7142857142857,1.0979679418711934,1.0165555253130103,135414.0,2770.0,162.8223580946949,166.17397382881782,33.306595471834875,34.10705310411312,23298.0,830.2857142857143,22003.285714285714,796.5714285714286,167.76303682371184,168.64216604302516,1.0979679418711934,1242187.0,20372.0,12548.857142857143,1.1131644295846657,25823.0,27646.0,,,835.0,847.0,,,,,,,12903.0,12920.0,354.0,481.0
2020-12-10,2020-12-11,1272078.0,29875.0,20970.0,598.0,0.0164848381938843,1251108.0,21917.571428571428,436.57142857142856,1.1179081548778669,1.0269758288540962,141840.0,2936.0,170.5490072824931,170.23414916232875,35.30258639180766,34.768375396875186,23555.714285714286,846.4285714285714,22327.0,819.0,173.31333446623853,173.44027399204404,1.1179081548778667,1272062.0,20970.0,12628.57142857143,1.0913676602525897,26907.0,29038.0,,,1062.0,1076.0,,,,,,,12630.0,14277.0,375.0,687.0
2020-12-11,2020-12-12,1300516.0,28438.0,21466.0,496.0,0.016505756176779,1279050.0,21971.571428571428,447.57142857142856,1.1151105453645216,1.0024637766175866,146960.0,2949.0,176.7053166260236,174.28195691010484,35.45889893373324,35.501841939756744,23888.571428571428,869.1428571428571,22699.571428571428,838.0,179.3265577136987,178.14390732781123,1.1151105453645216,1300500.0,21466.0,12774.42857142857,1.0722011437201966,26199.0,27254.0,-1.0,-1.0,955.0,976.0,,,,-1.0,,,12720.0,13479.0,345.0,610.0
2020-12-12,2020-12-13,1320716.0,20200.0,21787.0,321.0,0.0164963550074353,1298929.0,22959.14285714286,499.2857142857143,1.1063378704110254,1.0449476921476455,149393.0,3015.0,179.63076596836925,178.90829283502973,36.25248568504771,36.680198025041875,24143.428571428572,891.5714285714286,23291.285714285714,860.1428571428571,185.19789726925717,182.9457942613602,1.1063378704110254,1320700.0,21787.0,12797.42857142857,1.056270813510942,22116.0,20609.0,,,802.0,767.0,,,,,,,11871.0,10245.0,319.0,483.0
2020-12-13,2020-12-14,1337078.0,16362.0,21975.0,188.0,0.0164350920439944,1315103.0,23422.571428571428,536.1428571428571,1.101618355424533,1.0201849247731996,153423.0,3056.0,184.47645476806218,183.81135349077005,36.74547139419761,38.36871702188632,24480.714285714286,922.8571428571429,23822.285714285714,891.2857142857143,187.92254511543686,187.6236617935132,1.1016183554245327,1337062.0,21975.0,12824.0,1.0415365369306002,16975.0,12504.0,,,601.0,516.0,,,,,,,10712.0,6263.0,269.0,332.0
2020-12-14,2020-12-15,1351510.0,14432.0,22475.0,500.0,0.016629547691101,1329035.0,23980.0,566.8571428571429,1.092487356663782,1.0237987777357616,153801.0,3133.0,184.930963543815,188.28086155769705,37.6713226040645,40.14140431053684,24594.428571428572,928.8571428571429,24241.428571428572,903.5714285714286,191.05841518729773,192.0126087811401,1.092487356663782,1351494.0,22475.0,12744.57142857143,1.0289706355776307,24845.0,19058.0,,,945.0,825.0,,,,,,,15340.0,9505.0,431.0,514.0
2020-12-15,2020-12-16,1379238.0,27728.0,23427.0,952.0,0.0169854658876858,1355811.0,24388.85714285714,596.2857142857143,1.0988722234279968,1.0170499225545095,160714.0,3495.0,193.24318356174985,192.36250839421967,42.024025694607545,42.24561160568886,24693.428571428572,934.4285714285714,24601.14285714286,913.1428571428571,196.0387732538804,195.9750458329415,1.0988722234279968,1379222.0,23427.0,12672.142857142857,1.0146373465336411,26139.0,26930.0,,,1041.0,1014.0,,,,,,,13406.0,12733.0,436.0,605.0
2020-12-16,2020-12-17,1406161.0,26923.0,24125.0,698.0,0.0171566413803255,1382036.0,24756.14285714286,608.8571428571429,1.0947660169341893,1.0150595705298675,163958.0,3753.0,197.14378268487738,196.4678597700673,45.12622844974596,44.38760874614157,24532.571428571428,928.1428571428571,24757.14285714286,913.7142857142857,200.5081095487833,199.28629514140238,1.0947660169341893,1406145.0,24125.0,12462.42857142857,0.9990907683429745,28184.0,31363.0,1.0,,1054.0,1065.0,,,1.0,,,,13089.0,15095.0,410.0,644.0
2020-12-17,2020-12-18,1439938.0,33777.0,24938.0,813.0,0.0173188012261639,1415000.0,24796.285714285714,614.2857142857143,1.0847497056477649,1.0016215311639822,167860.0,3968.0,201.83556375098203,199.92923782758635,47.7113974123613,46.52445272587146,24558.428571428572,939.2857142857143,24957.0,917.4285714285714,204.03596337962674,202.44861810497366,1.0847497056477649,1439922.0,24938.0,12344.285714285714,0.9843016370310018,27703.0,31972.0,,,1104.0,1162.0,,,,,,,12074.0,15629.0,403.0,701.0
2020-12-18,2020-12-19,1471238.0,31300.0,25640.0,702.0,0.0174274998334735,1445598.0,25524.285714285714,647.2857142857143,1.0772450114724144,1.029359235830251,170722.0,4174.0,205.2768444816821,204.20103629478112,50.188349999797396,48.92582562270618,24234.714285714286,944.2857142857143,25133.714285714286,930.8571428571429,207.06361707630833,205.37544162351207,1.0772450114724144,1471222.0,25640.0,11920.857142857143,0.9659620708245923,26892.0,29772.0,,1.0,994.0,1043.0,,,,,,,12213.0,14679.0,365.0,629.0
2020-12-19,2020-12-20,1494009.0,22771.0,26049.0,409.0,0.017435637937924,1467960.0,25097.428571428572,648.7142857142857,1.0572405141921497,0.9832764314098618,173293.0,4262.0,208.36822559930258,206.77211995142073,51.2464656682167,50.722560994729854,24003.0,946.2857142857143,25427.85714285714,957.1428571428571,208.3766424284832,207.9444640158626,1.0572405141921497,1493993.0,26049.0,11488.142857142857,0.9446996224112498,20990.0,21701.0,,,758.0,771.0,,,,,,,10403.0,10587.0,287.0,471.0
2020-12-20,2020-12-21,1510652.0,16643.0,26275.0,226.0,0.0173931520959162,1484377.0,25850.571428571428,663.5714285714286,1.048898174549038,1.030008765838276,173574.0,4300.0,208.70610117069555,209.69155727292306,51.703379252306846,52.25476744964873,23803.14285714286,956.4285714285714,25802.285714285714,983.1428571428571,210.05880586043614,210.325224269806,1.048898174549038,1510636.0,26275.0,11032.57142857143,0.9227407712117028,17156.0,13903.0,,,679.0,542.0,,,,,,,9885.0,7271.0,345.0,334.0
2020-12-21,2020-12-22,1530180.0,19528.0,27006.0,731.0,0.0176489040505038,1503174.0,24672.85714285714,606.2857142857143,1.032922945397834,0.9544414602606187,178670.0,4531.0,214.83355281417823,210.52465158977918,54.48093288190752,52.72885823614829,22652.714285714286,909.0,24258.0,918.7142857142857,211.5461798170665,210.34514982460092,1.0329229453978341,1530164.0,27006.0,10587.857142857143,0.8965821301384671,22579.0,20295.0,,,980.0,919.0,,,,,,,12376.0,10203.0,419.0,561.0
2020-12-22,2020-12-23,1554920.0,24740.0,27968.0,962.0,0.0179867774547886,1526952.0,22266.428571428572,540.2857142857143,0.9841323415568056,0.9024665624457183,175682.0,4541.0,211.24076915822727,207.972634627814,54.60117329877335,52.05551190169964,20887.0,853.1428571428571,21886.14285714286,842.2857142857143,214.0219300003339,207.08062250669366,0.9841323415568057,1554904.0,27968.0,9959.142857142857,0.8718211210012781,24517.0,28989.0,,,1055.0,1198.0,,,,,,,10377.0,14140.0,377.0,678.0
2020-12-23,2020-12-24,1587115.0,32195.0,28770.0,802.0,0.0181272308559871,1558345.0,20978.428571428572,532.7142857142857,0.9360527880733408,0.9421550700927085,180954.0,4645.0,217.57984393539382,203.43029522267116,55.851673634177985,51.139967013278394,20048.714285714286,837.2857142857143,20434.571428571428,814.4285714285714,217.1734313263873,201.88314460165608,0.9360527880733407,1587099.0,28770.0,9760.57142857143,0.8573997807472371,26785.0,33984.0,,,1125.0,1247.0,,,,,,,9900.0,16885.0,364.0,761.0
2020-12-24,2020-12-25,1612648.0,25533.0,29182.0,412.0,0.0180957034641161,1583466.0,20168.85714285714,550.1428571428571,0.8698312831508861,0.9614093388446634,172710.0,4244.0,207.6672239689748,197.86625581821687,51.0300329178582,50.368710625096135,19664.714285714286,822.1428571428571,19849.714285714286,812.4285714285714,204.17544226319112,195.74212296827,0.8698312831508861,1612632.0,29182.0,9720.42857142857,0.8555576929536094,19650.0,21162.0,,,772.0,711.0,,,,,,,8961.0,10689.0,295.0,477.0
2020-12-25,2020-12-26,1627103.0,14455.0,29422.0,240.0,0.0180824446885046,1597681.0,19220.85714285714,567.4285714285714,0.8169900115251634,0.9529968409570625,155865.0,3782.0,187.41272574792575,190.28698702709136,45.47492565865686,49.40850501041044,19377.285714285714,820.4285714285714,19198.0,808.1428571428571,184.21192585095736,188.60499536716247,0.8169900115251634,1627087.0,29422.0,9802.0,0.8714777002975831,14532.0,13169.0,,,603.0,508.0,,,,,,,7812.0,6720.0,292.0,311.0
2020-12-26,2020-12-27,1640858.0,13755.0,29778.0,356.0,0.0181478226635089,1611080.0,18895.0,591.2857142857143,0.8097388979453044,0.9830466903512554,146849.0,3729.0,176.57184976330254,182.8291610570003,44.837651449267966,48.71798147355239,19089.428571428572,826.7142857142857,18996.85714285714,814.8571428571429,171.99429709322038,180.87233415852097,0.8097388979453044,1640842.0,29778.0,9757.142857142857,0.9064828144383927,15122.0,11540.0,,,647.0,576.0,,,,,,,9013.0,6109.0,292.0,355.0
2020-12-27,2020-12-28,1651834.0,10976.0,30126.0,348.0,0.0182379101047684,1621708.0,18946.0,614.4285714285714,0.8236336379342392,1.0026991267531093,141182.0,3851.0,169.75782533951596,174.52707558848704,46.30458453503109,48.12708571066889,18631.571428571428,824.1428571428571,18579.85714285714,819.8571428571429,167.07165442673332,172.18805593639848,0.8236336379342392,1651818.0,30126.0,9685.142857142857,0.9425394203489517,14468.0,9809.0,,,573.0,528.0,,,,,,,9604.0,4864.0,261.0,312.0
2020-12-28,2020-12-29,1664726.0,12892.0,30978.0,852.0,0.0186084676997896,1633748.0,18573.285714285714,634.5714285714286,0.8586455532382103,0.9803275474657296,134546.0,3972.0,161.7786712762995,167.19292547574372,47.759493579107634,48.467194318375086,18287.714285714286,814.5714285714286,18355.428571428572,829.1428571428571,161.58628660931416,165.09077944488084,0.8586455532382103,1664710.0,30978.0,9536.57142857143,0.9688432383046152,20567.0,15733.0,,,968.0,889.0,,,,,,,12947.0,7620.0,458.0,510.0
2020-12-29,2020-12-30,1687185.0,22459.0,32107.0,1129.0,0.0190299226225932,1655078.0,18321.14285714286,648.2857142857143,0.904408739337738,0.986424434479629,132265.0,4139.0,159.03598736758988,162.44909748633853,49.76750854076699,49.76579082052605,18090.285714285714,802.1428571428571,17940.714285714286,815.5714285714286,159.89330153984326,160.34677968345156,0.9044087393377381,1687169.0,32107.0,9621.42857142857,0.9836436775332643,22502.0,27581.0,-1.0,-1.0,1099.0,1245.0,,,,-1.0,,,10063.0,12439.0,392.0,707.0
2020-12-30,2020-12-31,1719737.0,32552.0,33071.0,964.0,0.0192302660232349,1686666.0,17829.714285714286,642.0,0.9294375696144128,0.9731769696213586,132622.0,4301.0,159.4652456558009,158.66307030328173,51.71540329399343,51.079846804845474,17948.14285714286,792.4285714285714,17721.14285714286,816.5714285714286,156.38348377152968,157.0841418578093,0.9294375696144127,1719721.0,33071.0,9659.857142857143,0.9862412681452425,23580.0,31065.0,,,1107.0,1282.0,,,,,,,9396.0,14184.0,367.0,740.0
2020-12-31,2021-01-01,1742661.0,22924.0,33624.0,553.0,0.0192946304530829,1709037.0,17668.428571428572,635.4285714285714,0.9373546793929136,0.9909541055060573,130013.0,4442.0,156.32817317977143,155.6565445655637,53.410793171801636,52.10532578868691,17825.714285714286,787.4285714285714,17580.14285714286,811.5714285714286,154.4945068225675,154.35519971102727,0.9373546793929135,1742645.0,33624.0,9655.57142857143,0.9873915227330223,17243.0,19591.0,1.0,1.0,705.0,776.0,,,,1.0,,,7921.0,9322.0,258.0,447.0
2021-01-01,2021-01-02,1755351.0,12690.0,33960.0,336.0,0.0193465580388195,1721391.0,17526.285714285714,648.5714285714286,0.9432860008386126,0.991954980231082,128248.0,4538.0,154.20592982208953,153.61898481576014,54.5651011737136,53.08099088554107,17601.571428571428,760.4285714285714,17373.714285714286,794.8571428571429,151.00392752095246,152.1616709633463,0.9432860008386126,1755335.0,33960.0,9596.42857142857,0.9936161434581128,13150.0,10266.0,,,516.0,413.0,,,,,,,8406.0,4744.0,253.0,263.0
2021-01-02,2021-01-03,1765666.0,10315.0,34272.0,312.0,0.0194102395356766,1731394.0,17351.714285714286,632.8571428571429,0.9416704259597668,0.9900394509471488,124808.0,4494.0,150.06965948190495,151.76333163947223,54.03604333950395,53.580847475654735,17499.714285714286,739.2857142857143,17350.571428571428,764.8571428571429,149.15583231372466,150.18217015768656,0.9416704259597667,1765650.0,34272.0,9624.57142857143,0.9983456821193033,14127.0,10003.0,-1.0,-1.0,579.0,583.0,,,,-1.0,,,9282.0,4845.0,260.0,319.0
2021-01-03,2021-01-04,1775513.0,9847.0,34574.0,302.0,0.0194726819797996,1740939.0,16471.571428571428,648.0,0.9368517193435604,0.9492763168727667,123679.0,4448.0,148.71214517548975,148.7880684101393,53.482937421921136,53.984511732275735,17158.85714285714,704.1428571428571,16909.285714285714,712.1428571428571,147.96905939925892,148.17346810793083,0.9368517193435604,1775497.0,34574.0,9597.857142857143,0.9992579427948101,13611.0,8822.0,,,538.0,493.0,,,,,,,9574.0,4037.0,261.0,277.0
2021-01-04,2021-01-05,1787410.0,11897.0,35518.0,944.0,0.0198712102987003,1751892.0,17746.571428571428,738.7142857142857,0.9544645464806966,1.0774060936158403,122684.0,4540.0,147.51575302767475,147.7940237067071,54.58914925708677,55.2367297879213,17561.85714285714,726.1428571428571,17840.285714285714,748.2857142857143,146.23158537554767,147.5540581890477,0.9544645464806966,1787394.0,35518.0,9674.0,1.000504986744098,18998.0,14288.0,,,779.0,772.0,,,,,,,12533.0,6465.0,360.0,419.0
2021-01-05,2021-01-06,1808647.0,21237.0,36537.0,1019.0,0.0202012885875463,1772110.0,19461.428571428572,845.4285714285714,0.9955948812520148,1.0966303350345339,121462.0,4430.0,146.0464151335743,149.16510800302575,53.266504671562636,57.6071837204191,18563.14285714286,770.5714285714286,19877.285714285714,821.5714285714286,146.03679590022503,149.88259974766655,0.9955948812520147,1808631.0,36537.0,9712.42857142857,1.0019611986668298,21789.0,27419.0,,,951.0,1035.0,,,,,,,10260.0,11529.0,393.0,558.0
2021-01-06,2021-01-07,1835038.0,26391.0,37607.0,1070.0,0.0204938535332783,1797431.0,20408.714285714286,867.2857142857143,1.0527471769045111,1.0486750348675034,115301.0,4536.0,138.63840305047052,152.2661083539955,54.54105309034044,60.316028540382156,18683.428571428572,766.1428571428571,20828.285714285714,823.7142857142857,142.32256942323954,153.61864127171197,1.0527471769045111,1835022.0,37607.0,9407.142857142857,0.9962373264629015,21194.0,27976.0,0.0,0.0,861.0,913.0,,,,0.0,,,9209.0,11985.0,346.0,515.0
2021-01-07,2021-01-08,1866887.0,31849.0,38795.0,1188.0,0.0207805828633441,1828092.0,20787.285714285714,873.1428571428571,1.1359935089396969,1.0185494991635224,124226.0,5171.0,149.36986025574583,156.01623518401664,62.17631956132064,63.17431502130703,18353.285714285714,760.2857142857143,20777.714285714286,813.7142857142857,150.15863739038568,157.46341448700892,1.1359935089396969,1866871.0,38795.0,9082.714285714286,0.98445349601405,20064.0,26108.0,,,859.0,1029.0,,,,,,,8454.0,11610.0,275.0,584.0
2021-01-08,2021-01-09,1891581.0,24694.0,39878.0,1083.0,0.0210818357765276,1851703.0,20916.571428571428,865.5714285714286,1.1805868841138538,1.0062194610716715,136230.0,5918.0,163.80351989632007,160.09272885981642,71.15827870119813,65.78353206729552,17922.428571428572,742.2857142857143,20662.0,786.8571428571429,167.30371843128438,161.4172629376056,1.1805868841138538,1891565.0,39878.0,8649.0,0.9573538689923917,20159.0,24525.0,3.0,,827.0,926.0,,,3.0,,,,8675.0,11484.0,276.0,551.0
2021-01-09,2021-01-10,1908527.0,16946.0,40343.0,465.0,0.021138291467713,1868184.0,20682.714285714286,871.4285714285714,1.1656171626587075,0.9888195279204459,142861.0,6071.0,171.77666193869322,164.09793714561724,72.99795707924532,68.65212486966604,17425.14285714286,726.4285714285714,19971.285714285714,766.2857142857143,175.30812298204268,164.56842071961086,1.1656171626587077,1908511.0,40343.0,8323.42857142857,0.9185013061399679,14969.0,16660.0,1.0,,548.0,598.0,,,1.0,,,,7145.0,7824.0,193.0,355.0
2021-01-10,2021-01-11,1921024.0,12497.0,40686.0,343.0,0.0211793293576759,1880338.0,20507.428571428572,896.2857142857143,1.118854339803092,0.9915250139868351,145511.0,6112.0,174.96303298563774,168.95066859829805,73.49094278839522,71.6375226484205,17117.285714285714,727.7142857142857,19417.428571428572,773.5714285714286,174.88247190633763,167.58422214662994,1.1188543398030921,1921008.0,40686.0,8157.857142857143,0.8911624618590459,11300.0,8468.0,2.0,2.0,497.0,423.0,,,,2.0,,,7303.0,3997.0,216.0,281.0
2021-01-11,2021-01-12,1933826.0,12802.0,41577.0,891.0,0.0214998660686121,1892249.0,19153.0,885.5714285714286,1.0364230687938665,0.933954246544806,146416.0,6059.0,176.05120875827348,170.6417641755039,72.85366857900632,73.40333905610727,16661.428571428572,721.1428571428571,18601.285714285714,761.2857142857143,173.9085245297244,168.4992517189789,1.0364230687938663,1933810.0,41577.0,7983.0,0.874248493214752,15982.0,13478.0,-1.0,-1.0,653.0,584.0,,,,-1.0,,,9497.0,6485.0,329.0,324.0
2021-01-12,2021-01-13,1953426.0,19600.0,42637.0,1060.0,0.021826780231245,1910789.0,18293.571428571428,870.8571428571429,0.9639923785239696,0.955128252940606,144779.0,6100.0,174.08287313417986,169.2375278785351,73.34665428815623,73.70909325899467,16088.714285714286,710.0,17710.85714285714,745.7142857142857,168.09490037426153,165.89432897359274,0.9639923785239696,1953410.0,42637.0,7829.714285714285,0.8763330606801857,18308.0,22584.0,,,840.0,891.0,,,,,,,7981.0,10327.0,302.0,538.0
2021-01-13,2021-01-14,1978590.0,25164.0,43881.0,1244.0,0.022177914575531,1934709.0,17855.85714285714,868.0,0.915630116966632,0.9760727812268166,143552.0,6274.0,172.6075232192361,166.16796180797454,75.43883754162168,73.71768186019936,15824.42857142857,703.2857142857143,17250.571428571428,736.8571428571429,163.4331794123733,161.59247040218156,0.9156301169666321,1978574.0,43881.0,7769.571428571428,0.8950393979922331,19039.0,24099.0,,,870.0,964.0,,,,,,,8050.0,10989.0,287.0,583.0
2021-01-14,2021-01-15,2000958.0,22368.0,44994.0,1113.0,0.022486,1955964.0,17090.714285714286,849.5714285714286,0.8733218671694315,0.95714891472186,134071.0,6199.0,161.20752929618678,161.7231889125171,74.53703441512795,73.43425802044419,15596.857142857143,694.5714285714286,16982.714285714286,722.4285714285714,156.56384439682842,157.0293465821233,0.8733218671694315,2000942.0,44994.0,7647.571428571428,0.9128067443035437,16873.0,20395.0,,,813.0,943.0,,,,,,,7230.0,9643.0,268.0,545.0
2021-01-15,2021-01-16,2019636.0,18678.0,45974.0,980.0,0.022764,1973662.0,16886.0,863.5714285714286,0.8629878098091128,0.988021899945668,128055.0,6096.0,153.97386581753847,156.8768130247278,73.2985581214099,73.41020993707103,15219.42857142857,690.5714285714286,16364.857142857143,715.2857142857143,149.06925921358126,151.8624440973745,0.8629878098091128,2019620.0,45974.0,7584.0,0.9310721203832729,16150.0,18292.0,,,749.0,817.0,,,,,,,7602.0,8548.0,263.0,486.0
2021-01-16,2021-01-17,2033518.0,13882.0,46419.0,445.0,0.022827,1987099.0,16368.0,876.1428571428571,0.8672866363766832,0.9693237001065972,124991.0,6076.0,150.28969944476944,151.6887825810154,73.05807728767824,73.46689470502206,14832.42857142857,675.1428571428571,15775.285714285714,696.4285714285714,145.19511298216423,146.81715620568428,0.8672866363766832,2033502.0,46419.0,7531.428571428572,0.9454564757717046,13119.0,13438.0,,,501.0,536.0,,,,,,,6724.0,6395.0,195.0,306.0
2021-01-17,2021-01-18,2040659.0,7141.0,46633.0,214.0,0.022852,1994026.0,15687.142857142857,843.1428571428571,0.8710194113468094,0.9584031559838011,119635.0,5947.0,143.84962271743558,145.89285094403422,71.50697591010903,72.82790277539222,14378.142857142857,652.0,15116.42857142857,668.2857142857143,142.9406051659299,141.6456158762849,0.8710194113468094,2040643.0,46633.0,7447.571428571428,0.951809560673505,9707.0,6593.0,,,436.0,322.0,,,,,,,6449.0,3258.0,231.0,205.0
2021-01-18,2021-01-19,2052028.0,11369.0,47622.0,989.0,0.023207,2004406.0,15043.42857142857,806.8571428571429,0.883848509724678,0.9589654858391767,118202.0,6045.0,142.12657754374823,140.9514851269209,72.68533199539417,71.88143892263405,13988.714285714286,626.0,14603.714285714286,634.7142857142857,137.74020713648278,136.83891932606133,0.883848509724678,2052012.0,47622.0,7343.0,0.9576092475607134,13340.0,9153.0,,,625.0,534.0,,,,,,,9052.0,4288.0,319.0,306.0
2021-01-19,2021-01-20,2068002.0,15974.0,48770.0,1148.0,0.023583,2019232.0,14720.42857142857,792.4285714285714,0.8815400003666862,0.9785288308136443,114576.0,6133.0,137.76666002819326,136.65512326028067,73.74344766381347,70.93841051035776,13579.142857142857,604.1428571428571,14136.857142857143,608.0,132.77788513242996,132.54152682727656,0.8815400003666862,2067986.0,48770.0,7207.714285714285,0.9577973829558514,15599.0,18457.0,,,732.0,759.0,,,,,,,7613.0,7986.0,318.0,414.0
2021-01-20,2021-01-21,2088400.0,20398.0,49783.0,1013.0,0.023838,2038617.0,14488.285714285714,778.7142857142857,0.8788677933155148,0.9842298846112788,109810.0,5902.0,132.0360017603678,132.60594133631182,70.9658940342128,69.86483535976998,13282.285714285714,589.5714285714286,13870.142857142857,594.8571428571429,127.23239710657789,128.47688542113923,0.8788677933155148,2088384.0,49783.0,7084.0,0.9525003743075311,15859.0,19487.0,,,708.0,767.0,,,,,,,7463.0,8396.0,272.0,436.0
2021-01-21,2021-01-22,2106262.0,17862.0,50642.0,859.0,0.024044,2055620.0,14429.42857142857,779.1428571428571,0.8886857642306851,0.9959376047644403,105304.0,5648.0,126.61796857639351,129.4060002994639,67.91178744582072,69.01799928098636,13000.285714285714,568.4285714285714,13645.142857142857,579.1428571428571,122.91696854526326,124.4637756222301,0.8886857642306851,2106246.0,50642.0,6929.285714285715,0.9454968459479652,14147.0,16806.0,,,631.0,708.0,,,,,,,6498.0,7649.0,238.0,393.0
2021-01-22,2021-01-23,2122679.0,16417.0,51521.0,879.0,0.024272,2071158.0,13720.714285714286,766.8571428571429,0.896448250917632,0.9508841058946994,103043.0,5547.0,123.89933275105709,125.6000475616122,66.69735923547584,67.85510267786968,12578.714285714286,545.2857142857143,13301.0,563.4285714285714,118.98751172208794,120.77978102148516,0.896448250917632,2122663.0,51521.0,6689.285714285715,0.933267094037508,13283.0,15024.0,,,596.0,630.0,,,,,,,6655.0,6628.0,247.0,349.0
2021-01-23,2021-01-24,2134936.0,12257.0,51870.0,349.0,0.024296,2083066.0,13324.714285714286,743.1428571428571,0.905274152884111,0.9711385288146182,101418.0,5451.0,121.94542597698737,121.9407881323368,65.54305123356387,66.25590513355415,12209.42857142857,512.5714285714286,12880.0,537.2857142857143,116.74262313920289,117.29847740917121,0.905274152884111,2134920.0,51870.0,6511.285714285715,0.9215753623468854,11041.0,11571.0,-1.0,,399.0,444.0,,,-1.0,,,,5858.0,5183.0,175.0,224.0
