date,cases (Nowcast RKI),min cases (Nowcast RKI),max cases (Nowcast RKI),7 day R value (Nowcast RKI),min 7 day R value (Nowcast RKI),max 7 day R value (Nowcast RKI),cases (mean of ±3 days of Nowcast RKI),R value calculated with cases (mean of ±3 days of Nowcast RKI),Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),min Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),max Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),"7 day R value (Nowcast RKI, -5 days incubation period)","min 7 day R value (Nowcast RKI, -5 days incubation period)","max 7 day R value (Nowcast RKI, -5 days incubation period)",Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value by Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value calculated with cases (mean of ±3 days of Nowcast RKI) -> minus 4 days,R value by Infections minus 4 days
2020-07-11,387.0,364.0,412.0,1.12,1.09,1.14,394.2857142857143,1.0595056454073848,522.0,494.0,553.0,1.19,1.16,1.22,490.0,1.1977880184331797,1.1973886328725039,1.1683594952293013
2020-07-12,388.0,365.0,412.0,1.17,1.14,1.2,415.14285714285717,1.1075949367088609,520.0,491.0,551.0,1.17,1.14,1.19,508.2857142857143,1.1874890022875242,1.1977880184331797,1.1747795806475512
2020-07-13,429.0,405.0,455.0,1.19,1.16,1.21,436.7142857142857,1.1508707978938841,512.0,484.0,541.0,1.14,1.12,1.17,529.2857142857143,1.1758287872429711,1.1874890022875242,1.1812276945039255
2020-07-14,451.0,426.0,478.0,1.23,1.2,1.25,456.0,1.1809891961542274,501.0,475.0,529.0,1.16,1.13,1.18,553.0,1.167735728030789,1.1758287872429711,1.1825734688272453
2020-07-15,495.0,468.0,525.0,1.23,1.2,1.26,473.85714285714283,1.1973886328725039,557.0,530.0,584.0,1.17,1.15,1.2,578.5714285714286,1.1683594952293013,1.167735728030789,1.1753161222339303
2020-07-16,522.0,494.0,553.0,1.19,1.16,1.22,490.0,1.1977880184331797,598.0,570.0,626.0,1.19,1.17,1.22,604.2857142857143,1.1747795806475512,1.1683594952293013,1.1600655903128154
2020-07-17,520.0,491.0,551.0,1.17,1.14,1.19,508.2857142857143,1.1874890022875242,661.0,632.0,691.0,1.2,1.17,1.22,628.2857142857143,1.1812276945039255,1.1747795806475512,1.1388603540999458
2020-07-18,512.0,484.0,541.0,1.14,1.12,1.17,529.2857142857143,1.1758287872429711,701.0,669.0,733.0,1.19,1.17,1.21,649.2857142857143,1.1825734688272453,1.1812276945039255,1.1162399117459212
2020-07-19,501.0,475.0,529.0,1.16,1.13,1.18,553.0,1.167735728030789,700.0,669.0,733.0,1.17,1.15,1.19,667.5714285714286,1.1753161222339303,1.1825734688272453,1.0946990922335536
2020-07-20,557.0,530.0,584.0,1.17,1.15,1.2,578.5714285714286,1.1683594952293013,680.0,649.0,713.0,1.14,1.12,1.16,682.5714285714286,1.1600655903128154,1.1753161222339303,1.0784494944003478
2020-07-21,598.0,570.0,626.0,1.19,1.17,1.22,604.2857142857143,1.1747795806475512,648.0,616.0,680.0,1.12,1.1,1.14,693.0,1.1388603540999458,1.1600655903128154,1.0733803788401337
2020-07-22,661.0,632.0,691.0,1.2,1.17,1.22,628.2857142857143,1.1812276945039255,685.0,652.0,717.0,1.09,1.07,1.11,703.2857142857143,1.1162399117459212,1.1388603540999458,1.0797399219765929
2020-07-23,701.0,669.0,733.0,1.19,1.17,1.21,649.2857142857143,1.1825734688272453,703.0,671.0,738.0,1.06,1.05,1.08,712.0,1.0946990922335536,1.1162399117459212,1.098894348894349
2020-07-24,700.0,669.0,733.0,1.17,1.15,1.19,667.5714285714286,1.1753161222339303,734.0,702.0,768.0,1.06,1.04,1.08,725.5714285714286,1.0784494944003478,1.0946990922335536,1.1259767101880325
2020-07-25,680.0,649.0,713.0,1.14,1.12,1.16,682.5714285714286,1.1600655903128154,773.0,740.0,808.0,1.05,1.03,1.07,749.1428571428571,1.0733803788401337,1.0784494944003478,1.1508650519031143
2020-07-26,648.0,616.0,680.0,1.12,1.1,1.14,693.0,1.1388603540999458,761.0,728.0,796.0,1.08,1.06,1.1,778.7142857142857,1.0797399219765929,1.0733803788401337,1.1691396088255133
2020-07-27,685.0,652.0,717.0,1.09,1.07,1.11,703.2857142857143,1.1162399117459212,775.0,741.0,811.0,1.13,1.11,1.15,813.4285714285714,1.098894348894349,1.0797399219765929,1.176122601080678
2020-07-28,703.0,671.0,738.0,1.06,1.05,1.08,712.0,1.0946990922335536,813.0,775.0,849.0,1.17,1.15,1.18,849.5714285714286,1.1259767101880325,1.098894348894349,1.1724570200573068
2020-07-29,734.0,702.0,768.0,1.06,1.04,1.08,725.5714285714286,1.0784494944003478,892.0,852.0,931.0,1.19,1.17,1.21,884.2857142857143,1.1508650519031143,1.1259767101880325,1.164676574177476
2020-07-30,773.0,740.0,808.0,1.05,1.03,1.07,749.1428571428571,1.0733803788401337,946.0,907.0,987.0,1.19,1.17,1.21,919.7142857142857,1.1691396088255133,1.1508650519031143,1.1553010012773497
2020-07-31,761.0,728.0,796.0,1.08,1.06,1.1,778.7142857142857,1.0797399219765929,987.0,948.0,1028.0,1.17,1.16,1.2,953.4285714285714,1.176122601080678,1.1691396088255133,1.1487583666679868
2020-08-01,775.0,741.0,811.0,1.13,1.11,1.15,813.4285714285714,1.098894348894349,1016.0,976.0,1059.0,1.17,1.15,1.19,983.7142857142857,1.1724570200573068,1.176122601080678,1.1489995417748589
2020-08-02,813.0,775.0,849.0,1.17,1.15,1.18,849.5714285714286,1.1259767101880325,1009.0,967.0,1053.0,1.16,1.14,1.18,1016.8571428571429,1.164676574177476,1.1724570200573068,1.152824900427792
2020-08-03,892.0,852.0,931.0,1.19,1.17,1.21,884.2857142857143,1.1508650519031143,1011.0,967.0,1058.0,1.13,1.12,1.15,1051.4285714285713,1.1553010012773497,1.164676574177476,1.15828518439261
2020-08-04,946.0,907.0,987.0,1.19,1.17,1.21,919.7142857142857,1.1691396088255133,1025.0,978.0,1073.0,1.14,1.12,1.16,1091.5714285714287,1.1487583666679868,1.1553010012773497,1.160041372177211
2020-08-05,987.0,948.0,1028.0,1.17,1.16,1.2,953.4285714285714,1.176122601080678,1124.0,1075.0,1176.0,1.14,1.12,1.16,1138.7142857142858,1.1489995417748589,1.1487583666679868,1.1512130275839147
2020-08-06,1016.0,976.0,1059.0,1.17,1.15,1.19,983.7142857142857,1.1724570200573068,1188.0,1139.0,1241.0,1.16,1.14,1.18,1184.0,1.152824900427792,1.1489995417748589,1.1336532309660907
2020-08-07,1009.0,967.0,1053.0,1.16,1.14,1.18,1016.8571428571429,1.164676574177476,1268.0,1219.0,1321.0,1.18,1.17,1.2,1225.142857142857,1.15828518439261,1.152824900427792,1.1089111959600937
2020-08-08,1011.0,967.0,1058.0,1.13,1.12,1.15,1051.4285714285713,1.1553010012773497,1346.0,1293.0,1401.0,1.17,1.15,1.19,1258.857142857143,1.160041372177211,1.15828518439261,1.0798288108895295
2020-08-09,1025.0,978.0,1073.0,1.14,1.12,1.16,1091.5714285714287,1.1487583666679868,1326.0,1272.0,1378.0,1.15,1.13,1.16,1280.5714285714287,1.1512130275839147,1.160041372177211,1.051876443418014
2020-08-10,1124.0,1075.0,1176.0,1.14,1.12,1.16,1138.7142857142858,1.1489995417748589,1299.0,1247.0,1353.0,1.12,1.1,1.13,1298.0,1.1336532309660907,1.1512130275839147,1.0241830803092726
2020-08-11,1188.0,1139.0,1241.0,1.16,1.14,1.18,1184.0,1.152824900427792,1261.0,1210.0,1317.0,1.07,1.06,1.09,1307.2857142857142,1.1089111959600937,1.1336532309660907,0.9987782189764807
2020-08-12,1268.0,1219.0,1321.0,1.18,1.17,1.2,1225.142857142857,1.15828518439261,1276.0,1229.0,1332.0,1.06,1.04,1.07,1304.5714285714287,1.0798288108895295,1.1089111959600937,0.9798255029862658
2020-08-13,1346.0,1293.0,1401.0,1.17,1.15,1.19,1258.857142857143,1.160041372177211,1310.0,1264.0,1367.0,1.03,1.01,1.04,1295.4285714285713,1.051876443418014,1.0798288108895295,0.9672036666026292
2020-08-14,1326.0,1272.0,1378.0,1.15,1.13,1.16,1280.5714285714287,1.1512130275839147,1333.0,1286.0,1387.0,0.99,0.98,1.01,1277.7142857142858,1.0241830803092726,1.051876443418014,0.9630527620884419
2020-08-15,1299.0,1247.0,1353.0,1.12,1.1,1.13,1298.0,1.1336532309660907,1327.0,1277.0,1377.0,0.97,0.96,0.99,1260.7142857142858,0.9987782189764807,1.0241830803092726,0.9661653090160971
2020-08-16,1261.0,1210.0,1317.0,1.07,1.06,1.09,1307.2857142857142,1.1089111959600937,1262.0,1213.0,1311.0,0.95,0.93,0.96,1251.857142857143,0.9798255029862658,0.9987782189764807,0.9710674157303373
2020-08-17,1276.0,1229.0,1332.0,1.06,1.04,1.07,1304.5714285714287,1.0798288108895295,1175.0,1130.0,1223.0,0.95,0.93,0.96,1244.2857142857142,0.9672036666026292,0.9798255029862658,0.9759094262527666
2020-08-18,1310.0,1264.0,1367.0,1.03,1.01,1.04,1295.4285714285713,1.051876443418014,1142.0,1099.0,1188.0,0.97,0.96,0.99,1236.5714285714287,0.9630527620884419,0.9672036666026292,0.9787434914459003
2020-08-19,1333.0,1286.0,1387.0,0.99,0.98,1.01,1277.7142857142858,1.0241830803092726,1214.0,1172.0,1260.0,0.98,0.96,0.99,1231.857142857143,0.9661653090160971,0.9630527620884419,0.9774401473296501
2020-08-20,1327.0,1277.0,1377.0,0.97,0.96,0.99,1260.7142857142858,0.9987782189764807,1257.0,1216.0,1305.0,0.98,0.96,0.99,1225.857142857143,0.9710674157303373,0.9661653090160971,0.9753254266705234
2020-08-21,1262.0,1213.0,1311.0,0.95,0.93,0.96,1251.857142857143,0.9798255029862658,1279.0,1238.0,1327.0,0.98,0.97,1.0,1219.0,0.9759094262527666,0.9710674157303373,0.97505306312331
2020-08-22,1175.0,1130.0,1223.0,0.95,0.93,0.96,1244.2857142857142,0.9672036666026292,1294.0,1249.0,1345.0,0.98,0.97,0.99,1210.5714285714287,0.9787434914459003,0.9759094262527666,0.9785156820905555
2020-08-23,1142.0,1099.0,1188.0,0.97,0.96,0.99,1236.5714285714287,0.9630527620884419,1220.0,1174.0,1270.0,0.98,0.96,0.99,1197.142857142857,0.9774401473296501,0.9787434914459003,0.9899611398963731
2020-08-24,1214.0,1172.0,1260.0,0.98,0.96,0.99,1231.857142857143,0.9661653090160971,1127.0,1082.0,1175.0,0.97,0.95,0.99,1190.0,0.9753254266705234,0.9774401473296501,1.007058753744402
2020-08-25,1257.0,1216.0,1305.0,0.98,0.96,0.99,1225.857142857143,0.9710674157303373,1083.0,1037.0,1130.0,0.96,0.94,0.97,1193.0,0.97505306312331,0.9753254266705234,1.0265692560011928
2020-08-26,1279.0,1238.0,1327.0,0.98,0.97,1.0,1219.0,0.9759094262527666,1120.0,1074.0,1168.0,0.98,0.96,0.99,1202.142857142857,0.9785156820905555,0.97505306312331,1.0468395268251882
2020-08-27,1294.0,1249.0,1345.0,0.98,0.97,0.99,1210.5714285714287,0.9787434914459003,1207.0,1162.0,1257.0,1.01,0.99,1.02,1218.7142857142858,0.9899611398963731,0.9785156820905555,1.063044577274214
2020-08-28,1220.0,1174.0,1270.0,0.98,0.96,0.99,1197.142857142857,0.9774401473296501,1300.0,1253.0,1353.0,1.03,1.02,1.04,1236.857142857143,1.007058753744402,0.9899611398963731,1.0761890737741129
2020-08-29,1127.0,1082.0,1175.0,0.97,0.95,0.99,1190.0,0.9753254266705234,1358.0,1310.0,1412.0,1.06,1.04,1.07,1260.2857142857142,1.0265692560011928,1.007058753744402,1.0868239121594143
2020-08-30,1083.0,1037.0,1130.0,0.96,0.94,0.97,1193.0,0.97505306312331,1336.0,1288.0,1387.0,1.06,1.05,1.08,1290.4285714285713,1.0468395268251882,1.0265692560011928,1.0944526880493095
2020-08-31,1120.0,1074.0,1168.0,0.98,0.96,0.99,1202.142857142857,0.9785156820905555,1254.0,1207.0,1302.0,1.08,1.06,1.09,1319.142857142857,1.063044577274214,1.0468395268251882,1.1032813942428736
2020-09-01,1207.0,1162.0,1257.0,1.01,0.99,1.02,1218.7142857142858,0.9899611398963731,1247.0,1201.0,1295.0,1.1,1.08,1.11,1350.4285714285713,1.0761890737741129,1.063044577274214,1.1125006841442724
2020-09-02,1300.0,1253.0,1353.0,1.03,1.02,1.04,1236.857142857143,1.007058753744402,1331.0,1286.0,1379.0,1.09,1.08,1.11,1385.0,1.0868239121594143,1.0761890737741129,1.1229186155285313
2020-09-03,1358.0,1310.0,1412.0,1.06,1.04,1.07,1260.2857142857142,1.0265692560011928,1408.0,1365.0,1454.0,1.1,1.08,1.11,1424.5714285714287,1.0944526880493095,1.0868239121594143,1.1339364864160193
