date,cases (Nowcast RKI),min cases (Nowcast RKI),max cases (Nowcast RKI),7 day R value (Nowcast RKI),min 7 day R value (Nowcast RKI),max 7 day R value (Nowcast RKI),cases (mean of ±3 days of Nowcast RKI),R value calculated with cases (mean of ±3 days of Nowcast RKI),Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),min Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),max Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),"7 day R value (Nowcast RKI, -5 days incubation period)","min 7 day R value (Nowcast RKI, -5 days incubation period)","max 7 day R value (Nowcast RKI, -5 days incubation period)",Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value by Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value calculated with cases (mean of ±3 days of Nowcast RKI) -> minus 4 days,R value by Infections minus 4 days
2021-03-27,16512.0,16345.0,16680.0,1.03,1.03,1.03,16784.714285714286,1.059663700999534,16893.0,16738.0,17061.0,0.96,0.95,0.96,16044.42857142857,0.9668478191482569,0.9735268130224972,0.9873870423923905
2021-03-28,15703.0,15541.0,15873.0,1.0,1.0,1.01,16612.714285714286,1.032800107245912,16104.0,15954.0,16267.0,0.96,0.96,0.97,15907.42857142857,0.9644298304765453,0.9668478191482569,1.0078310030476099
2021-03-29,16085.0,15926.0,16256.0,0.98,0.98,0.98,16458.428571428572,1.008140521105574,15446.0,15303.0,15595.0,0.98,0.98,0.98,15892.857142857143,0.9672881147248845,0.9644298304765453,1.0339543598023255
2021-03-30,16246.0,16093.0,16424.0,0.96,0.96,0.96,16280.0,0.9876899050821278,15120.0,14973.0,15264.0,0.97,0.96,0.97,16031.142857142857,0.9755188152337068,0.9672881147248845,1.061011202533486
2021-03-31,16417.0,16259.0,16587.0,0.96,0.96,0.97,16127.714285714286,0.9735268130224972,15126.0,14980.0,15270.0,1.0,0.99,1.0,16260.42857142857,0.9873870423923905,0.9755188152337068,1.0886517788085404
2021-04-01,16893.0,16738.0,17061.0,0.96,0.95,0.96,16044.42857142857,0.9668478191482569,16144.0,15982.0,16290.0,1.03,1.03,1.04,16679.14285714286,1.0078310030476099,0.9873870423923905,1.1081544780803663
2021-04-02,16104.0,15954.0,16267.0,0.96,0.96,0.97,15907.42857142857,0.9644298304765453,17385.0,17210.0,17538.0,1.06,1.05,1.06,17173.85714285714,1.0339543598023255,1.0078310030476099,1.1169408136290202
2021-04-03,15446.0,15303.0,15595.0,0.98,0.98,0.98,15892.857142857143,0.9672881147248845,18498.0,18320.0,18658.0,1.11,1.1,1.11,17659.571428571428,1.061011202533486,1.0339543598023255,1.1164159347064044
2021-04-04,15120.0,14973.0,15264.0,0.97,0.96,0.97,16031.142857142857,0.9755188152337068,19035.0,18852.0,19198.0,1.12,1.12,1.13,18261.14285714286,1.0886517788085404,1.061011202533486,1.1027935202777959
2021-04-05,15126.0,14980.0,15270.0,1.0,0.99,1.0,16260.42857142857,0.9873870423923905,18909.0,18737.0,19070.0,1.12,1.11,1.12,18784.285714285714,1.1081544780803663,1.0886517788085404,1.0819255413870958
2021-04-06,16144.0,15982.0,16290.0,1.03,1.03,1.04,16679.14285714286,1.0078310030476099,18520.0,18351.0,18685.0,1.14,1.14,1.15,19174.571428571428,1.1169408136290202,1.1081544780803663,1.0598560978580975
2021-04-07,17385.0,17210.0,17538.0,1.06,1.05,1.06,17173.85714285714,1.0339543598023255,19337.0,19158.0,19506.0,1.12,1.12,1.13,19442.85714285714,1.1164159347064044,1.1169408136290202,1.0404784381844272
2021-04-08,18498.0,18320.0,18658.0,1.11,1.1,1.11,17659.571428571428,1.061011202533486,19806.0,19627.0,19975.0,1.09,1.08,1.09,19544.285714285714,1.1027935202777959,1.1164159347064044,1.0295160613565728
2021-04-09,19035.0,18852.0,19198.0,1.12,1.12,1.13,18261.14285714286,1.0886517788085404,20117.0,19932.0,20294.0,1.06,1.05,1.06,19605.85714285714,1.0819255413870958,1.1027935202777959,1.026450613825447
2021-04-10,18909.0,18737.0,19070.0,1.12,1.11,1.12,18784.285714285714,1.1081544780803663,20376.0,20187.0,20548.0,1.02,1.02,1.02,19708.714285714286,1.0598560978580975,1.0819255413870958,1.0273411273608315
2021-04-11,18520.0,18351.0,18685.0,1.14,1.14,1.15,19174.571428571428,1.1169408136290202,19745.0,19567.0,19909.0,1.01,1.01,1.02,19866.714285714286,1.0404784381844272,1.0598560978580975,1.0277836752988228
2021-04-12,19337.0,19158.0,19506.0,1.12,1.12,1.13,19442.85714285714,1.1164159347064044,19340.0,19170.0,19497.0,1.02,1.02,1.02,20035.85714285714,1.0295160613565728,1.0404784381844272,1.0237935511793985
2021-04-13,19806.0,19627.0,19975.0,1.09,1.08,1.09,19544.285714285714,1.1027935202777959,19240.0,19074.0,19401.0,1.03,1.03,1.04,20213.285714285714,1.026450613825447,1.0295160613565728,1.013073310760024
2021-04-14,20117.0,19932.0,20294.0,1.06,1.05,1.06,19605.85714285714,1.0819255413870958,20443.0,20278.0,20613.0,1.03,1.03,1.04,20326.714285714286,1.0273411273608315,1.026450613825447,0.9962333377138616
2021-04-15,20376.0,20187.0,20548.0,1.02,1.02,1.02,19708.714285714286,1.0598560978580975,20990.0,20820.0,21171.0,1.04,1.03,1.04,20337.0,1.0277836752988228,1.0273411273608315,0.975396811384382
2021-04-16,19745.0,19567.0,19909.0,1.01,1.01,1.02,19866.714285714286,1.0404784381844272,21359.0,21180.0,21543.0,1.02,1.02,1.03,20225.0,1.0237935511793985,1.0277836752988228,0.9528213149578838
2021-04-17,19340.0,19170.0,19497.0,1.02,1.02,1.02,20035.85714285714,1.0295160613565728,21170.0,20980.0,21350.0,1.0,1.0,1.01,19979.428571428572,1.013073310760024,1.0237935511793985,0.9311418764585029
2021-04-18,19240.0,19074.0,19401.0,1.03,1.03,1.04,20213.285714285714,1.026450613825447,19817.0,19633.0,19989.0,0.98,0.98,0.98,19598.14285714286,0.9962333377138616,1.013073310760024,0.9127094337200989
2021-04-19,20443.0,20278.0,20613.0,1.03,1.03,1.04,20326.714285714286,1.0273411273608315,18556.0,18369.0,18725.0,0.95,0.95,0.95,19119.571428571428,0.975396811384382,0.9962333377138616,0.8988587305753408
2021-04-20,20990.0,20820.0,21171.0,1.04,1.03,1.04,20337.0,1.0277836752988228,17521.0,17337.0,17699.0,0.93,0.92,0.93,18578.571428571428,0.9528213149578838,0.975396811384382,0.8898840885142254
2021-04-21,21359.0,21180.0,21543.0,1.02,1.02,1.03,20225.0,1.0237935511793985,17774.0,17599.0,17952.0,0.91,0.9,0.91,18003.428571428572,0.9311418764585029,0.9528213149578838,0.8852433513312515
2021-04-22,21170.0,20980.0,21350.0,1.0,1.0,1.01,19979.428571428572,1.013073310760024,17640.0,17459.0,17820.0,0.89,0.89,0.89,17442.571428571428,0.9127094337200989,0.9311418764585029,0.8832051780339798
2021-04-23,19817.0,19633.0,19989.0,0.98,0.98,0.98,19598.14285714286,0.9962333377138616,17572.0,17406.0,17746.0,0.88,0.88,0.88,16915.285714285714,0.8988587305753408,0.9127094337200989,0.8818294772835742
2021-04-24,18556.0,18369.0,18725.0,0.95,0.95,0.95,19119.571428571428,0.975396811384382,17144.0,16976.0,17309.0,0.88,0.88,0.88,16405.14285714286,0.8898840885142254,0.8988587305753408,0.8801886302493952
2021-04-25,17521.0,17337.0,17699.0,0.93,0.92,0.93,18578.571428571428,0.9528213149578838,15891.0,15729.0,16049.0,0.88,0.88,0.89,15895.57142857143,0.8852433513312515,0.8898840885142254,0.8779516084095925
2021-04-26,17774.0,17599.0,17952.0,0.91,0.9,0.91,18003.428571428572,0.9311418764585029,14865.0,14715.0,15026.0,0.88,0.88,0.89,15385.285714285714,0.8832051780339798,0.8852433513312515,0.8751992994389762
2021-04-27,17640.0,17459.0,17820.0,0.89,0.89,0.89,17442.571428571428,0.9127094337200989,13950.0,13801.0,14119.0,0.88,0.88,0.88,14870.857142857143,0.8818294772835742,0.8832051780339798,0.8725867667813051
2021-04-28,17572.0,17406.0,17746.0,0.88,0.88,0.88,16915.285714285714,0.8988587305753408,14207.0,14062.0,14375.0,0.88,0.87,0.88,14375.714285714286,0.8801886302493952,0.8818294772835742,0.8691077480811532
2021-04-29,17144.0,16976.0,17309.0,0.88,0.88,0.88,16405.14285714286,0.8898840885142254,14068.0,13923.0,14236.0,0.87,0.87,0.88,13891.142857142857,0.8779516084095925,0.8801886302493952,0.864019274473284
2021-04-30,15891.0,15729.0,16049.0,0.88,0.88,0.89,15895.57142857143,0.8852433513312515,13971.0,13820.0,14130.0,0.87,0.87,0.88,13401.285714285714,0.8751992994389762,0.8779516084095925,0.8568244928279595
2021-05-01,14865.0,14715.0,15026.0,0.88,0.88,0.89,15385.285714285714,0.8832051780339798,13678.0,13530.0,13820.0,0.87,0.87,0.87,12918.142857142857,0.8725867667813051,0.8751992994389762,0.8462198773108892
2021-05-02,13950.0,13801.0,14119.0,0.88,0.88,0.88,14870.857142857143,0.8818294772835742,12499.0,12358.0,12638.0,0.87,0.86,0.87,12394.285714285714,0.8691077480811532,0.8725867667813051,0.8339262534149481
2021-05-03,14207.0,14062.0,14375.0,0.88,0.87,0.88,14375.714285714286,0.8801886302493952,11436.0,11297.0,11558.0,0.86,0.86,0.87,11851.285714285714,0.864019274473284,0.8691077480811532,0.8217146247404331
2021-05-04,14068.0,13923.0,14236.0,0.87,0.87,0.88,13891.142857142857,0.8779516084095925,10568.0,10436.0,10683.0,0.85,0.84,0.85,11280.285714285714,0.8568244928279595,0.864019274473284,0.811703056253465
2021-05-05,13971.0,13820.0,14130.0,0.87,0.87,0.88,13401.285714285714,0.8751992994389762,10540.0,10405.0,10660.0,0.83,0.83,0.84,10666.142857142857,0.8462198773108892,0.8568244928279595,0.806518754020486
2021-05-06,13678.0,13530.0,13820.0,0.87,0.87,0.87,12918.142857142857,0.8725867667813051,10267.0,10138.0,10383.0,0.82,0.82,0.82,10070.857142857143,0.8339262534149481,0.8462198773108892,0.8057965351048586
2021-05-07,12499.0,12358.0,12638.0,0.87,0.86,0.87,12394.285714285714,0.8691077480811532,9974.0,9849.0,10095.0,0.8,0.8,0.8,9532.714285714286,0.8217146247404331,0.8339262534149481,0.8074093175176207
2021-05-08,11436.0,11297.0,11558.0,0.86,0.86,0.87,11851.285714285714,0.864019274473284,9379.0,9262.0,9498.0,0.79,0.79,0.8,9052.42857142857,0.811703056253465,0.8217146247404331,0.809282301865543
2021-05-09,10568.0,10436.0,10683.0,0.85,0.84,0.85,11280.285714285714,0.8568244928279595,8332.0,8228.0,8441.0,0.8,0.8,0.81,8598.714285714286,0.806518754020486,0.811703056253465,0.8101640060893539
2021-05-10,10540.0,10405.0,10660.0,0.83,0.83,0.84,10666.142857142857,0.8462198773108892,7669.0,7571.0,7773.0,0.81,0.81,0.82,8165.285714285715,0.8057965351048586,0.806518754020486,0.8092497696448491
2021-05-11,10267.0,10138.0,10383.0,0.82,0.82,0.82,10070.857142857143,0.8339262534149481,7206.0,7112.0,7302.0,0.81,0.81,0.82,7731.428571428572,0.8074093175176207,0.8057965351048586,0.8072817084335813
2021-05-12,9974.0,9849.0,10095.0,0.8,0.8,0.8,9532.714285714286,0.8217146247404331,7364.0,7259.0,7459.0,0.81,0.81,0.82,7327.285714285715,0.809282301865543,0.8074093175176207,0.8018441454666253
2021-05-13,9379.0,9262.0,9498.0,0.79,0.79,0.8,9052.42857142857,0.811703056253465,7233.0,7121.0,7331.0,0.8,0.8,0.81,6958.428571428572,0.8101640060893539,0.809282301865543,0.7912314165763428
2021-05-14,8332.0,8228.0,8441.0,0.8,0.8,0.81,8598.714285714286,0.806518754020486,6937.0,6825.0,7039.0,0.81,0.8,0.81,6589.142857142857,0.8092497696448491,0.8101640060893539,0.776437745949941
2021-05-15,7669.0,7571.0,7773.0,0.81,0.81,0.82,8165.285714285715,0.8057965351048586,6550.0,6442.0,6644.0,0.81,0.81,0.82,6207.714285714285,0.8072817084335813,0.8092497696448491,0.7595079597843631
2021-05-16,7206.0,7112.0,7302.0,0.81,0.81,0.82,7731.428571428572,0.8074093175176207,5750.0,5652.0,5840.0,0.8,0.8,0.81,5761.571428571428,0.8018441454666253,0.8072817084335813,0.7489502737686012
2021-05-17,7364.0,7259.0,7459.0,0.81,0.81,0.82,7327.285714285715,0.809282301865543,5084.0,5000.0,5166.0,0.79,0.78,0.79,5322.857142857143,0.7912314165763428,0.8018441454666253,0.7482906519749477
2021-05-18,7233.0,7121.0,7331.0,0.8,0.8,0.81,6958.428571428572,0.8101640060893539,4536.0,4459.0,4610.0,0.74,0.73,0.74,4918.857142857143,0.776437745949941,0.7912314165763428,0.7582472005505638
2021-05-19,6937.0,6825.0,7039.0,0.81,0.8,0.81,6589.142857142857,0.8092497696448491,4241.0,4168.0,4317.0,0.73,0.72,0.73,4566.142857142857,0.7595079597843631,0.776437745949941,0.7777353353798285
2021-05-20,6550.0,6442.0,6644.0,0.81,0.81,0.82,6207.714285714285,0.8072817084335813,4162.0,4095.0,4242.0,0.73,0.73,0.73,4303.0,0.7489502737686012,0.7595079597843631,0.7973777060160268
2021-05-21,5750.0,5652.0,5840.0,0.8,0.8,0.81,5761.571428571428,0.8018441454666253,4109.0,4041.0,4188.0,0.75,0.74,0.75,4082.1428571428573,0.7482906519749477,0.7489502737686012,0.8125764443485143
2021-05-22,5084.0,5000.0,5166.0,0.79,0.78,0.79,5322.857142857143,0.7912314165763428,4081.0,4011.0,4161.0,0.79,0.79,0.8,3890.1428571428573,0.7582472005505638,0.7482906519749477,0.8196793621172279
2021-05-23,4536.0,4459.0,4610.0,0.74,0.73,0.74,4918.857142857143,0.776437745949941,3908.0,3839.0,3987.0,0.81,0.81,0.82,3722.285714285714,0.7777353353798285,0.7582472005505638,0.8159363474813142
2021-05-24,4241.0,4168.0,4317.0,0.73,0.72,0.73,4566.142857142857,0.7595079597843631,3538.0,3473.0,3611.0,0.83,0.82,0.83,3544.0,0.7973777060160268,0.7777353353798285,0.8071341520577481
2021-05-25,4162.0,4095.0,4242.0,0.73,0.73,0.73,4303.0,0.7489502737686012,3192.0,3126.0,3264.0,0.84,0.83,0.84,3364.4285714285716,0.8125764443485143,0.7973777060160268,0.7966471872970898
2021-05-26,4109.0,4041.0,4188.0,0.75,0.74,0.75,4082.1428571428573,0.7482906519749477,3066.0,3003.0,3134.0,0.82,0.82,0.83,3173.8571428571427,0.8196793621172279,0.8125764443485143,0.7885483069790544
2021-05-27,4081.0,4011.0,4161.0,0.79,0.79,0.8,3890.1428571428573,0.7582472005505638,2914.0,2852.0,2985.0,0.81,0.8,0.82,2970.714285714286,0.8159363474813142,0.8196793621172279,0.7871972507688435
2021-05-28,3908.0,3839.0,3987.0,0.81,0.81,0.82,3722.285714285714,0.7777353353798285,2852.0,2791.0,2918.0,0.79,0.78,0.8,2790.5714285714284,0.8071341520577481,0.8159363474813142,0.7891448017933261
2021-05-29,3538.0,3473.0,3611.0,0.83,0.82,0.83,3544.0,0.7973777060160268,2747.0,2689.0,2809.0,0.77,0.76,0.77,2632.8571428571427,0.7966471872970898,0.8071341520577481,0.7910491997628928
2021-05-30,3192.0,3126.0,3264.0,0.84,0.83,0.84,3364.4285714285716,0.8125764443485143,2486.0,2431.0,2542.0,0.78,0.77,0.79,2491.4285714285716,0.7885483069790544,0.7966471872970898,0.7895510439769552
2021-05-31,3066.0,3003.0,3134.0,0.82,0.82,0.83,3173.8571428571427,0.8196793621172279,2277.0,2220.0,2328.0,0.79,0.79,0.8,2360.4285714285716,0.7871972507688435,0.7885483069790544,0.7814589792428435
2021-06-01,2914.0,2852.0,2985.0,0.81,0.8,0.82,2970.714285714286,0.8159363474813142,2088.0,2033.0,2138.0,0.8,0.8,0.81,2221.4285714285716,0.7891448017933261,0.7871972507688435,0.7696892983824677
2021-06-02,2852.0,2791.0,2918.0,0.79,0.78,0.8,2790.5714285714284,0.8071341520577481,2076.0,2017.0,2125.0,0.8,0.8,0.81,2077.5714285714284,0.7910491997628928,0.7891448017933261,0.7556825277881853
2021-06-03,2747.0,2689.0,2809.0,0.77,0.76,0.77,2632.8571428571427,0.7966471872970898,1997.0,1934.0,2048.0,0.78,0.78,0.79,1935.2857142857142,0.7895510439769552,0.7910491997628928,0.7405548260558815
2021-06-04,2486.0,2431.0,2542.0,0.78,0.77,0.79,2491.4285714285716,0.7885483069790544,1879.0,1819.0,1927.0,0.76,0.76,0.77,1795.4285714285713,0.7814589792428435,0.7895510439769552,0.7260888129803588
2021-06-05,2277.0,2220.0,2328.0,0.79,0.79,0.8,2360.4285714285716,0.7871972507688435,1740.0,1680.0,1788.0,0.75,0.74,0.76,1662.4285714285713,0.7696892983824677,0.7814589792428435,0.7118462568123148
2021-06-06,2088.0,2033.0,2138.0,0.8,0.8,0.81,2221.4285714285716,0.7891448017933261,1490.0,1435.0,1538.0,0.74,0.73,0.75,1522.0,0.7556825277881853,0.7696892983824677,0.7023302896335166
2021-06-07,2076.0,2017.0,2125.0,0.8,0.8,0.81,2077.5714285714284,0.7910491997628928,1298.0,1247.0,1342.0,0.73,0.72,0.74,1385.0,0.7405548260558815,0.7556825277881853,0.7001840463258069
2021-06-08,1997.0,1934.0,2048.0,0.78,0.78,0.79,1935.2857142857142,0.7895510439769552,1157.0,1111.0,1200.0,0.7,0.69,0.71,1260.857142857143,0.7260888129803588,0.7405548260558815,0.7054787807507596
2021-06-09,1879.0,1819.0,1927.0,0.76,0.76,0.77,1795.4285714285713,0.7814589792428435,1093.0,1050.0,1136.0,0.68,0.68,0.69,1150.142857142857,0.7118462568123148,0.7260888129803588,0.7186106484714984
2021-06-10,1740.0,1680.0,1788.0,0.75,0.74,0.76,1662.4285714285713,0.7696892983824677,1038.0,1000.0,1078.0,0.69,0.68,0.7,1060.7142857142858,0.7023302896335166,0.7118462568123148,0.734741300703003
2021-06-11,1490.0,1435.0,1538.0,0.74,0.73,0.75,1522.0,0.7556825277881853,1010.0,975.0,1051.0,0.7,0.69,0.71,984.8571428571429,0.7001840463258069,0.7023302896335166,0.7509296063597897
2021-06-12,1298.0,1247.0,1342.0,0.73,0.72,0.74,1385.0,0.7405548260558815,965.0,928.0,1004.0,0.73,0.72,0.74,917.4285714285714,0.7054787807507596,0.7001840463258069,0.766601833842734
2021-06-13,1157.0,1111.0,1200.0,0.7,0.69,0.71,1260.857142857143,0.7260888129803588,864.0,828.0,901.0,0.74,0.74,0.75,858.5714285714286,0.7186106484714984,0.7054787807507596,0.7816156405368024
2021-06-14,1093.0,1050.0,1136.0,0.68,0.68,0.69,1150.142857142857,0.7118462568123148,767.0,731.0,800.0,0.75,0.75,0.76,807.5714285714286,0.734741300703003,0.7186106484714984,0.7983506145161937
2021-06-15,1038.0,1000.0,1078.0,0.69,0.68,0.7,1060.7142857142858,0.7023302896335166,685.0,652.0,717.0,0.77,0.76,0.78,763.0,0.7509296063597897,0.734741300703003,0.818748399214548
2021-06-16,1010.0,975.0,1051.0,0.7,0.69,0.71,984.8571428571429,0.7001840463258069,681.0,650.0,714.0,0.78,0.77,0.8,724.0,0.766601833842734,0.7509296063597897,0.8437839797027908
2021-06-17,965.0,928.0,1004.0,0.73,0.72,0.74,917.4285714285714,0.7054787807507596,681.0,650.0,712.0,0.8,0.79,0.81,692.4285714285714,0.7816156405368024,0.766601833842734,0.8722559663302882
2021-06-18,864.0,828.0,901.0,0.74,0.74,0.75,858.5714285714286,0.7186106484714984,698.0,666.0,732.0,0.81,0.8,0.82,669.4285714285714,0.7983506145161937,0.7816156405368024,0.9015143917360344
2021-06-19,767.0,731.0,800.0,0.75,0.75,0.76,807.5714285714286,0.734741300703003,692.0,661.0,726.0,0.84,0.83,0.85,654.1428571428571,0.818748399214548,0.7983506145161937,0.9291970802919708
2021-06-20,685.0,652.0,717.0,0.77,0.76,0.78,763.0,0.7509296063597897,643.0,614.0,675.0,0.88,0.86,0.89,644.5714285714286,0.8437839797027908,0.818748399214548,0.9535545532646048
2021-06-21,681.0,650.0,714.0,0.78,0.77,0.8,724.0,0.766601833842734,606.0,577.0,635.0,0.91,0.9,0.93,637.2857142857143,0.8722559663302882,0.8437839797027908,0.9769711591183246
2021-06-22,681.0,650.0,712.0,0.8,0.79,0.81,692.4285714285714,0.7816156405368024,578.0,550.0,607.0,0.94,0.93,0.96,632.2857142857143,0.9015143917360344,0.8722559663302882,1.002058070975637
2021-06-23,698.0,666.0,732.0,0.81,0.8,0.82,669.4285714285714,0.7983506145161937,614.0,586.0,642.0,0.96,0.94,0.97,631.8571428571429,0.9291970802919708,0.9015143917360344,1.0311973964762653
2021-06-24,692.0,661.0,726.0,0.84,0.83,0.85,654.1428571428571,0.818748399214548,630.0,601.0,657.0,0.97,0.95,0.98,635.5714285714286,0.9535545532646048,0.9291970802919708,1.0668393490624473
2021-06-25,643.0,614.0,675.0,0.88,0.86,0.89,644.5714285714286,0.8437839797027908,663.0,634.0,691.0,1.0,0.98,1.01,645.7142857142857,0.9769711591183246,0.9535545532646048,1.1065776181389604
2021-06-26,606.0,577.0,635.0,0.91,0.9,0.93,637.2857142857143,0.8722559663302882,689.0,661.0,716.0,1.02,1.01,1.04,660.4285714285714,1.002058070975637,0.9769711591183246,1.1493200111018593
2021-06-27,578.0,550.0,607.0,0.94,0.93,0.96,632.2857142857143,0.9015143917360344,669.0,641.0,695.0,1.07,1.05,1.08,683.7142857142857,1.0311973964762653,1.002058070975637,1.1900097943192947
2021-06-28,614.0,586.0,642.0,0.96,0.94,0.97,631.8571428571429,0.9291970802919708,677.0,650.0,704.0,1.09,1.08,1.11,716.7142857142857,1.0668393490624473,1.0311973964762653,1.222896653647208
2021-06-29,630.0,601.0,657.0,0.97,0.95,0.98,635.5714285714286,0.9535545532646048,681.0,654.0,709.0,1.15,1.13,1.16,755.8571428571429,1.1065776181389604,1.0668393490624473,1.2482629203225644
2021-06-30,663.0,634.0,691.0,1.0,0.98,1.01,645.7142857142857,0.9769711591183246,777.0,748.0,807.0,1.2,1.19,1.22,801.5714285714286,1.1493200111018593,1.1065776181389604,1.2654431296788216
2021-07-01,689.0,661.0,716.0,1.02,1.01,1.04,660.4285714285714,1.002058070975637,861.0,830.0,892.0,1.24,1.22,1.25,850.1428571428571,1.1900097943192947,1.1493200111018593,1.2791037951531783
2021-07-02,669.0,641.0,695.0,1.07,1.05,1.08,683.7142857142857,1.0311973964762653,937.0,906.0,971.0,1.27,1.25,1.28,902.2857142857143,1.222896653647208,1.1900097943192947,1.2928913634597954
2021-07-03,677.0,650.0,704.0,1.09,1.08,1.11,716.7142857142857,1.0668393490624473,1009.0,978.0,1043.0,1.27,1.25,1.28,962.0,1.2482629203225644,1.222896653647208,1.3037136356248984
2021-07-04,681.0,654.0,709.0,1.15,1.13,1.16,755.8571428571429,1.1065776181389604,1009.0,977.0,1041.0,1.27,1.25,1.28,1028.5714285714287,1.2654431296788216,1.2482629203225644,1.309148505782222
2021-07-05,777.0,748.0,807.0,1.2,1.19,1.22,801.5714285714286,1.1493200111018593,1042.0,1011.0,1076.0,1.29,1.28,1.31,1103.4285714285713,1.2791037951531783,1.2654431296788216,1.304532780438979
2021-07-06,861.0,830.0,892.0,1.24,1.22,1.25,850.1428571428571,1.1900097943192947,1099.0,1068.0,1134.0,1.31,1.29,1.32,1185.2857142857142,1.2928913634597954,1.2791037951531783,1.2876314471707562
2021-07-07,937.0,906.0,971.0,1.27,1.25,1.28,902.2857142857143,1.222896653647208,1243.0,1207.0,1278.0,1.32,1.31,1.34,1266.5714285714287,1.3037136356248984,1.2928913634597954,1.2640009972886215
2021-07-08,1009.0,978.0,1043.0,1.27,1.25,1.28,962.0,1.2482629203225644,1385.0,1350.0,1421.0,1.33,1.32,1.34,1344.857142857143,1.309148505782222,1.3037136356248984,1.2390309320427975
2021-07-09,1009.0,977.0,1041.0,1.27,1.25,1.28,1028.5714285714287,1.2654431296788216,1510.0,1473.0,1546.0,1.31,1.29,1.32,1416.5714285714287,1.304532780438979,1.309148505782222,1.217987011207629
2021-07-10,1042.0,1011.0,1076.0,1.29,1.28,1.31,1103.4285714285713,1.2791037951531783,1578.0,1539.0,1613.0,1.28,1.26,1.29,1482.142857142857,1.2876314471707562,1.304532780438979,1.203468927432527
2021-07-11,1099.0,1068.0,1134.0,1.31,1.29,1.32,1185.2857142857142,1.2928913634597954,1557.0,1517.0,1591.0,1.23,1.22,1.24,1550.4285714285713,1.2640009972886215,1.2876314471707562,1.1928842645100846
2021-07-12,1243.0,1207.0,1278.0,1.32,1.31,1.34,1266.5714285714287,1.3037136356248984,1544.0,1502.0,1579.0,1.2,1.19,1.21,1622.2857142857142,1.2390309320427975,1.2640009972886215,1.1828705882352941
2021-07-13,1385.0,1350.0,1421.0,1.33,1.32,1.34,1344.857142857143,1.309148505782222,1558.0,1516.0,1596.0,1.2,1.19,1.21,1694.857142857143,1.217987011207629,1.2390309320427975,1.171548776097912
2021-07-14,1510.0,1473.0,1546.0,1.31,1.29,1.32,1416.5714285714287,1.304532780438979,1721.0,1680.0,1759.0,1.2,1.19,1.21,1763.7142857142858,1.203468927432527,1.217987011207629,1.1600422240892738
2021-07-15,1578.0,1539.0,1613.0,1.28,1.26,1.29,1482.142857142857,1.2876314471707562,1888.0,1846.0,1927.0,1.19,1.18,1.2,1830.7142857142858,1.1928842645100846,1.203468927432527,1.1492114673115479
2021-07-16,1557.0,1517.0,1591.0,1.23,1.22,1.24,1550.4285714285713,1.2640009972886215,2018.0,1977.0,2058.0,1.17,1.16,1.18,1892.4285714285713,1.1828705882352941,1.1928842645100846,1.1413311584977723
2021-07-17,1544.0,1502.0,1579.0,1.2,1.19,1.21,1622.2857142857142,1.2390309320427975,2060.0,2018.0,2101.0,1.16,1.15,1.17,1952.142857142857,1.171548776097912,1.1828705882352941,1.1366927198356152
2021-07-18,1558.0,1516.0,1596.0,1.2,1.19,1.21,1694.857142857143,1.217987011207629,2026.0,1983.0,2067.0,1.14,1.13,1.15,2017.2857142857142,1.1600422240892738,1.171548776097912,1.132428316743426
2021-07-19,1721.0,1680.0,1759.0,1.2,1.19,1.21,1763.7142857142858,1.203468927432527,1976.0,1934.0,2019.0,1.13,1.12,1.14,2081.0,1.1492114673115479,1.1600422240892738,1.1291906474820144
2021-07-20,1888.0,1846.0,1927.0,1.19,1.18,1.2,1830.7142857142858,1.1928842645100846,1976.0,1934.0,2020.0,1.14,1.13,1.15,2146.285714285714,1.1413311584977723,1.1492114673115479,1.126932394513481
2021-07-21,2018.0,1977.0,2058.0,1.17,1.16,1.18,1892.4285714285713,1.1828705882352941,2177.0,2135.0,2222.0,1.13,1.12,1.14,2211.285714285714,1.1366927198356152,1.1413311584977723,1.127451808551976
2021-07-22,2060.0,2018.0,2101.0,1.16,1.15,1.17,1952.142857142857,1.171548776097912,2334.0,2289.0,2382.0,1.13,1.12,1.14,2272.714285714286,1.132428316743426,1.1366927198356152,1.1335377752996936
2021-07-23,2026.0,1983.0,2067.0,1.14,1.13,1.15,2017.2857142857142,1.1600422240892738,2475.0,2431.0,2524.0,1.13,1.12,1.14,2338.714285714286,1.1291906474820144,1.132428316743426,1.1451826131277574
2021-07-24,1976.0,1934.0,2019.0,1.13,1.12,1.14,2081.0,1.1492114673115479,2515.0,2468.0,2566.0,1.12,1.11,1.12,2414.4285714285716,1.126932394513481,1.1291906474820144,1.1618929786575936
2021-07-25,1976.0,1934.0,2020.0,1.14,1.13,1.15,2146.285714285714,1.1413311584977723,2456.0,2408.0,2506.0,1.12,1.11,1.13,2507.714285714286,1.127451808551976,1.126932394513481,1.181329137633925
2021-07-26,2177.0,2135.0,2222.0,1.13,1.12,1.14,2211.285714285714,1.1366927198356152,2438.0,2391.0,2488.0,1.13,1.13,1.14,2613.714285714286,1.1335377752996936,1.127451808551976,1.2014987992245594
